state,date,pct_access,engagement_index,confirmed,deaths,recovered,active,doses
Connecticut,2020-08-07,0.09545454545454544,38.3338961038961,50320,4441,8721.0,37158.0,0
Connecticut,2020-08-08,0.09123456790123456,31.56716049382716,50320,4441,8721.0,37158.0,0
Connecticut,2020-08-09,0.10955223880597015,34.87731343283583,50320,4441,8721.0,37158.0,0
Connecticut,2020-08-10,0.15888888888888889,53.32592592592592,50567,4444,8721.0,37402.0,0
Connecticut,2020-08-11,0.13944444444444443,46.90208333333333,50684,4444,8721.0,37519.0,0
Connecticut,2020-08-12,0.12730769230769232,37.50410256410257,50706,4450,8721.0,37535.0,0
Connecticut,2020-08-13,0.12094117647058825,33.66823529411765,50782,4450,8809.0,37523.0,0
Connecticut,2020-08-14,0.12192771084337349,33.174578313253015,50897,4453,8809.0,37635.0,0
Connecticut,2020-08-15,0.12136363636363635,34.34712121212121,50897,4453,8809.0,37635.0,0
Connecticut,2020-08-16,0.12016666666666667,33.82116666666666,50897,4453,8809.0,37635.0,0
Connecticut,2020-08-17,0.12463414634146343,27.50829268292683,51267,4456,8809.0,38002.0,0
Connecticut,2020-08-18,0.11102803738317758,25.049439252336448,51255,4456,8809.0,37990.0,0
Connecticut,2020-08-19,0.12693181818181817,34.17579545454546,51314,4457,8809.0,38048.0,0
Connecticut,2020-08-20,0.10814814814814815,21.41296296296296,51432,4458,8893.0,38081.0,0
Connecticut,2020-08-21,0.10130434782608697,25.429565217391303,51519,4460,8893.0,38166.0,0
Connecticut,2020-08-22,0.0934375,31.203437500000003,51519,4460,8893.0,38166.0,0
Connecticut,2020-08-23,0.09972222222222221,34.098055555555554,51519,4460,8893.0,38166.0,0
Connecticut,2020-08-24,0.09081632653061225,32.21551020408163,52011,4460,8893.0,38658.0,0
Connecticut,2020-08-25,0.1268421052631579,32.839999999999996,52040,4463,8893.0,38684.0,0
Connecticut,2020-08-26,0.10489795918367346,23.139183673469386,52220,4463,8893.0,38864.0,0
Connecticut,2020-08-27,0.1141860465116279,21.151162790697676,52350,4465,8967.0,38918.0,0
Connecticut,2020-08-28,0.16585365853658537,30.619024390243904,52495,4465,8967.0,39063.0,0
Connecticut,2020-08-29,0.10236842105263158,24.365789473684213,52495,4465,8967.0,39063.0,0
Connecticut,2020-08-30,0.12275,31.2485,52495,4465,8967.0,39063.0,0
Connecticut,2020-08-31,0.13804347826086955,27.428260869565218,52879,4465,8967.0,39447.0,0
Connecticut,2020-09-01,0.12852459016393442,26.236229508196722,53006,4466,8967.0,39573.0,0
Connecticut,2020-09-02,0.18620689655172415,26.344827586206897,53108,4467,8967.0,39674.0,0
Connecticut,2020-09-03,0.17725806451612905,27.978064516129034,53209,4468,9049.0,39692.0,0
Connecticut,2020-09-04,0.3051515151515152,38.00767676767676,53365,4468,9049.0,39848.0,0
Connecticut,2020-09-05,0.2194,33.032599999999995,53365,4468,9049.0,39848.0,0
Connecticut,2020-09-06,0.21222222222222223,30.534888888888887,53365,4468,9049.0,39848.0,0
Connecticut,2020-09-07,0.458125,54.23107142857143,53365,4468,9049.0,39848.0,0
Connecticut,2020-09-08,1.2149514563106796,385.0080582524272,53782,4474,9049.0,40259.0,0
Connecticut,2020-09-09,1.1856164383561643,330.5534246575342,53871,4474,9049.0,40348.0,0
Connecticut,2020-09-10,1.4327083333333333,345.10020833333334,54093,4478,9142.0,40473.0,0
Connecticut,2020-09-11,1.3844059405940592,338.94821782178224,54326,4480,9142.0,40704.0,0
Connecticut,2020-09-12,0.22654205607476635,35.37504672897197,54326,4480,9142.0,40704.0,0
Connecticut,2020-09-13,0.2632,47.705299999999994,54326,4480,9142.0,40704.0,0
Connecticut,2020-09-14,1.3462946428571427,339.0389732142857,54895,4485,9142.0,41268.0,0
Connecticut,2020-09-15,1.3518807339449541,324.4633486238533,55031,4485,9142.0,41404.0,0
Connecticut,2020-09-16,1.2748130841121494,274.1348598130841,55166,4487,9142.0,41537.0,0
Connecticut,2020-09-17,1.385607476635514,319.8496728971963,55386,4488,9204.0,41694.0,0
Connecticut,2020-09-18,1.3371563981042653,315.0376303317536,55527,4492,9204.0,41831.0,0
Connecticut,2020-09-19,0.23544554455445546,49.01485148514851,55527,4492,9204.0,41831.0,0
Connecticut,2020-09-20,0.2772727272727273,56.60693181818181,55527,4492,9204.0,41831.0,0
Connecticut,2020-09-21,1.3778846153846156,340.27004807692305,56024,4495,9204.0,42325.0,0
Connecticut,2020-09-22,1.3949238578680203,323.8759390862944,56160,4496,9204.0,42460.0,0
Connecticut,2020-09-23,0.401,78.53221428571429,56315,4497,9204.0,42614.0,0
Connecticut,2020-09-24,1.3992558139534883,372.96251162790696,56472,4499,9310.0,42663.0,0
Connecticut,2020-09-25,1.4008256880733945,413.68123853211006,56587,4501,9310.0,42776.0,0
Connecticut,2020-09-26,0.26375,47.955288461538466,56587,4501,9310.0,42776.0,0
Connecticut,2020-09-27,0.3077227722772277,59.68524752475248,56587,4501,9310.0,42776.0,0
Connecticut,2020-09-28,1.4583177570093457,466.4083644859813,57147,4503,9310.0,43334.0,0
Connecticut,2020-09-29,1.3319626168224301,311.05453271028034,57329,4505,9310.0,43514.0,0
Connecticut,2020-09-30,1.2882478632478631,259.69670940170937,57550,4508,9310.0,43732.0,0
Connecticut,2020-10-01,1.4452884615384616,340.6239423076923,57742,4511,9408.0,43823.0,0
Connecticut,2020-10-02,1.3247085201793722,292.9074439461883,58297,4513,9408.0,44376.0,0
Connecticut,2020-10-03,0.24207207207207207,45.30882882882883,58297,4513,9408.0,44376.0,0
Connecticut,2020-10-04,0.25142857142857145,53.04508928571429,58297,4513,9408.0,44376.0,0
Connecticut,2020-10-05,1.3284581497797356,328.99277533039646,59120,4517,9408.0,45195.0,0
Connecticut,2020-10-06,1.2894347826086956,303.8303043478261,59241,4521,9408.0,45312.0,0
Connecticut,2020-10-07,1.2233333333333334,209.949797979798,59364,4522,9408.0,45434.0,0
Connecticut,2020-10-08,1.4778431372549021,337.674362745098,59748,4527,9522.0,45699.0,0
Connecticut,2020-10-09,1.328878923766816,319.13695067264575,60038,4530,9522.0,45986.0,0
Connecticut,2020-10-10,0.24977272727272729,84.95,60038,4530,9522.0,45986.0,0
Connecticut,2020-10-11,0.200188679245283,38.29735849056604,60038,4530,9522.0,45986.0,0
Connecticut,2020-10-12,0.28695652173913044,65.44286956521739,61377,4532,9522.0,47323.0,0
Connecticut,2020-10-13,1.3654587155963303,318.9843119266055,61697,4533,9522.0,47642.0,0
Connecticut,2020-10-14,1.2868103448275863,291.05896551724135,61861,4537,9522.0,47802.0,0
Connecticut,2020-10-15,1.3964788732394366,297.0657276995305,62028,4540,9651.0,47837.0,0
Connecticut,2020-10-16,1.273157894736842,343.642024291498,62830,4542,9651.0,48637.0,0
Connecticut,2020-10-17,0.6490076335877862,61.10679389312977,62830,4542,9651.0,48637.0,0
Connecticut,2020-10-18,0.2775,66.81953703703704,62830,4542,9651.0,48637.0,0
Connecticut,2020-10-19,1.4112322274881515,314.30914691943127,64021,4554,9651.0,49816.0,0
Connecticut,2020-10-20,1.2227868852459016,285.14590163934423,64455,4559,9651.0,50245.0,0
Connecticut,2020-10-21,1.3366331658291457,208.40231155778892,64871,4567,9651.0,50653.0,0
Connecticut,2020-10-22,1.349954954954955,316.7165765765766,65373,4569,9800.0,51004.0,0
Connecticut,2020-10-23,1.2894285714285716,302.96297959183676,66052,4577,9800.0,51675.0,0
Connecticut,2020-10-24,0.25858333333333333,58.99925,66052,4577,9800.0,51675.0,0
Connecticut,2020-10-25,0.30219999999999997,73.4459,66052,4577,9800.0,51675.0,0
Connecticut,2020-10-26,1.4296728971962616,329.49962616822427,68099,4589,9800.0,53710.0,0
Connecticut,2020-10-27,1.319954128440367,286.929128440367,68637,4595,9800.0,54242.0,0
Connecticut,2020-10-28,1.3160633484162898,257.6306334841629,69127,4604,9800.0,54723.0,0
Connecticut,2020-10-29,1.351057268722467,304.8198237885463,70446,4609,9800.0,56037.0,0
Connecticut,2020-10-30,1.3958653846153846,342.4139903846154,71207,4616,9800.0,56791.0,0
Connecticut,2020-10-31,0.2554901960784314,56.64441176470588,71207,4616,9800.0,56791.0,0
Connecticut,2020-11-01,0.25621848739495795,63.17857142857143,71207,4616,9800.0,56791.0,0
Connecticut,2020-11-02,1.3075784753363227,295.59825112107626,73858,4627,9800.0,59431.0,0
Connecticut,2020-11-03,0.40128378378378377,100.12777027027028,74843,4635,9800.0,60408.0,0
Connecticut,2020-11-04,1.252532751091703,281.7488209606987,75373,4645,9800.0,60928.0,0
Connecticut,2020-11-05,1.390275229357798,307.7777064220183,77060,4656,9800.0,62604.0,0
Connecticut,2020-11-06,1.2792369477911645,301.26726907630524,78125,4671,9800.0,63654.0,0
Connecticut,2020-11-07,0.30754385964912284,65.26447368421053,78125,4671,9800.0,63654.0,0
Connecticut,2020-11-08,0.24913793103448276,59.30137931034483,78125,4671,9800.0,63654.0,0
Connecticut,2020-11-09,1.4733333333333332,311.70985074626867,81432,4698,9800.0,66934.0,0
Connecticut,2020-11-10,1.346768558951965,273.04379912663757,82953,4707,9800.0,68446.0,0
Connecticut,2020-11-11,1.458341232227488,332.44909952606633,84741,4716,9800.0,70225.0,0
Connecticut,2020-11-12,1.3267555555555555,272.4892,85899,4726,9800.0,71373.0,0
Connecticut,2020-11-13,1.3732911392405063,322.08185654008435,88645,4737,9800.0,74108.0,0
Connecticut,2020-11-14,0.3289108910891089,73.35970297029704,88645,4737,9800.0,74108.0,0
Connecticut,2020-11-15,0.32643564356435645,81.64920792079208,88645,4737,9800.0,74108.0,0
Connecticut,2020-11-16,1.264144144144144,257.14130630630626,93284,4759,9800.0,78725.0,0
Connecticut,2020-11-17,1.371858407079646,281.36464601769916,94986,4771,9800.0,80415.0,0
Connecticut,2020-11-18,1.2589626556016598,247.87871369294604,97028,4784,9800.0,82444.0,0
Connecticut,2020-11-19,1.2450204081632652,228.38114285714286,99381,4805,9800.0,84776.0,0
Connecticut,2020-11-20,1.3148559670781892,274.732962962963,101469,4828,9800.0,86841.0,0
Connecticut,2020-11-21,0.458074074074074,61.82192592592593,101469,4828,9800.0,86841.0,0
Connecticut,2020-11-22,0.27756521739130435,60.54226086956521,101469,4828,9800.0,86841.0,0
Connecticut,2020-11-23,1.3226808510638297,367.42697872340426,106740,4871,9800.0,92069.0,0
Connecticut,2020-11-24,1.279516129032258,382.3535080645161,107280,4881,9800.0,92599.0,0
Connecticut,2020-11-25,0.6416981132075471,54.49783018867924,109152,4926,9800.0,94426.0,0
Connecticut,2020-11-26,0.23761904761904762,55.38583333333333,109152,4926,9800.0,94426.0,0
Connecticut,2020-11-27,0.19602272727272727,39.50647727272727,112581,4961,9800.0,97820.0,0
Connecticut,2020-11-28,0.20939024390243904,46.0940243902439,112581,4961,9800.0,97820.0,0
Connecticut,2020-11-29,0.26857142857142857,58.34725274725275,112581,4961,9800.0,97820.0,0
Connecticut,2020-11-30,1.393179723502304,294.6275115207373,117295,5020,9800.0,102475.0,0
Connecticut,2020-12-01,1.3092576419213973,309.0010480349345,118754,5040,9800.0,103914.0,0
Connecticut,2020-12-02,1.3092990654205607,257.7786448598131,121426,5091,9800.0,106535.0,0
Connecticut,2020-12-03,1.2180952380952381,270.2352380952381,126177,5111,9800.0,111266.0,0
Connecticut,2020-12-04,1.2335497835497835,296.0682251082251,127715,5146,9800.0,112769.0,0
Connecticut,2020-12-05,0.27992063492063496,84.20873015873016,127715,5146,9800.0,112769.0,0
Connecticut,2020-12-06,0.25365853658536586,81.8708943089431,127715,5146,9800.0,112769.0,0
Connecticut,2020-12-07,1.316304347826087,280.9739565217391,135844,5224,9800.0,120820.0,0
Connecticut,2020-12-08,1.2592712550607288,292.430971659919,138258,5242,9800.0,123216.0,0
Connecticut,2020-12-09,1.2068852459016395,252.57504098360656,140548,5285,9800.0,125463.0,0
Connecticut,2020-12-10,1.2647736625514403,277.1210288065844,142979,5327,9800.0,127852.0,0
Connecticut,2020-12-11,1.1875,240.901,146761,5363,9800.0,131598.0,0
Connecticut,2020-12-12,0.2688888888888889,57.69504273504273,146761,5363,9800.0,131598.0,0
Connecticut,2020-12-13,0.24376,63.53872,146761,5363,9800.0,131598.0,0
Connecticut,2020-12-14,1.1520377358490568,262.33422641509435,153992,5444,9800.0,138748.0,0
Connecticut,2020-12-15,1.154236641221374,262.28282442748093,155462,5466,9800.0,140196.0,0
Connecticut,2020-12-16,1.3960476190476192,318.269619047619,157781,5506,9800.0,142475.0,0
Connecticut,2020-12-17,1.2692890995260664,312.27350710900475,160102,5552,9800.0,144750.0,1982
Connecticut,2020-12-18,1.24348623853211,301.34509174311927,162782,5581,9800.0,147401.0,1982
Connecticut,2020-12-19,0.25701754385964914,58.74228070175438,162782,5581,9800.0,147401.0,1982
Connecticut,2020-12-20,0.2273109243697479,52.27697478991597,162782,5581,9800.0,147401.0,1982
Connecticut,2020-12-21,1.3501834862385322,380.9365137614679,167377,5676,9800.0,151901.0,7761
Connecticut,2020-12-22,1.2852702702702703,367.4781531531532,168960,5703,9800.0,153457.0,7761
Connecticut,2020-12-23,1.1157487922705314,303.27478260869566,170705,5736,9800.0,155169.0,7761
Connecticut,2020-12-24,0.23544554455445546,62.31277227722772,172743,5791,9800.0,157152.0,7761
Connecticut,2020-12-25,0.15852941176470586,55.13205882352941,172743,5791,9800.0,157152.0,7761
Connecticut,2020-12-26,0.14949367088607596,41.988101265822785,172743,5791,9800.0,157152.0,7761
Connecticut,2020-12-27,0.1656338028169014,41.66281690140845,172743,5791,9800.0,157152.0,7761
Connecticut,2020-12-28,0.1925,44.21181818181818,181200,5904,9800.0,165496.0,36276
Connecticut,2020-12-29,0.1886021505376344,44.60032258064516,181967,5924,9800.0,166243.0,36276
Connecticut,2020-12-30,0.17138297872340424,40.22872340425532,183663,5964,9800.0,167899.0,36276
Connecticut,2020-12-31,0.14858695652173912,36.272608695652174,185708,5995,9800.0,169913.0,54727
Missouri,2020-04-12,0.1629175050301811,108.96561368209255,4352,120,,4151.0,0
Missouri,2020-04-13,0.5869464720194647,161.87600973236007,4568,128,,4392.0,0
Missouri,2020-04-14,0.5121076746849943,134.64542955326462,4815,151,,4597.0,0
Missouri,2020-04-15,0.5357125154894672,137.90080545229245,4876,154,,4638.0,0
Missouri,2020-04-16,0.5089228886168911,129.9533659730722,5265,170,,5005.0,0
Missouri,2020-04-17,0.506049723756906,122.67912983425414,5469,186,,5187.0,0
Missouri,2020-04-18,0.18683274021352314,42.83364768683274,5652,197,,5382.0,0
Missouri,2020-04-19,0.17046242774566472,39.536974951830445,5808,199,,5544.0,0
Missouri,2020-04-20,0.5538377723970944,149.30325665859564,5953,210,,5690.0,0
Missouri,2020-04-21,0.5264831038798499,134.7505381727159,6162,226,,5842.0,0
Missouri,2020-04-22,0.5051990049751244,124.9335447761194,6376,241,,6039.0,0
Missouri,2020-04-23,0.5002846534653466,125.9720915841584,6593,253,,6254.0,0
Missouri,2020-04-24,0.47227814569536425,118.05659602649006,6867,271,,6516.0,0
Missouri,2020-04-25,0.18197255574614066,45.01228130360206,7013,279,,6654.0,0
Missouri,2020-04-26,0.15470588235294117,36.66544592030361,7193,281,,6837.0,0
Missouri,2020-04-27,0.5251263537906137,140.07830324909747,7377,343,,6962.0,0
Missouri,2020-04-28,0.5081434058898848,125.66017925736234,7516,330,,7120.0,0
Missouri,2020-04-29,0.4656183745583039,116.9600706713781,7761,339,,7322.0,0
Missouri,2020-04-30,0.45262315270935966,109.8453078817734,7953,351,0.0,7468.0,0
Missouri,2020-05-01,0.4276523994811932,106.96185473411154,8284,361,0.0,7707.0,0
Missouri,2020-05-02,0.1629281767955801,38.265543278084714,8527,377,0.0,7980.0,0
Missouri,2020-05-03,0.15257943925233644,35.98203738317757,8696,383,0.0,8237.0,0
Missouri,2020-05-04,0.4919207683073229,126.76900360144057,9018,389,0.0,8560.0,0
Missouri,2020-05-05,0.47701910828025473,116.08216560509554,9204,412,,8712.0,0
Missouri,2020-05-06,0.4427363184079602,107.42441542288557,9409,431,,8895.0,0
Missouri,2020-05-07,0.4372972972972973,104.24163449163449,9622,453,,9132.0,0
Missouri,2020-05-08,0.41204485488126646,98.47343007915568,9764,487,,9250.0,0
Missouri,2020-05-09,0.15467153284671534,34.71158759124088,9939,497,,9417.0,0
Missouri,2020-05-10,0.13409961685823754,31.15842911877395,10078,505,,9565.0,0
Missouri,2020-05-11,0.45850673194614444,116.34991432068544,10174,518,,9643.0,0
Missouri,2020-05-12,0.42599493029150826,103.94097591888466,10297,534,,9740.0,0
Missouri,2020-05-13,0.427992277992278,103.62714285714284,10436,556,,9853.0,0
Missouri,2020-05-14,0.38426952141057935,90.46136020151134,10627,571,,10028.0,0
Missouri,2020-05-15,0.36553664921465967,90.16339005235602,10821,586,,10185.0,0
Missouri,2020-05-16,0.15361058601134217,40.07103969754253,11000,599,,10365.0,0
